Country Name,Country Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
West Bank and Gaza,PSE,2103.133531,1970.108677,2046.971265,2109.716726,2227.125843,2338.719877,2551.415741,2631.443492,2610.699884,2529.996256,2541.319738
Pacific island small states,PSS,2878.371282,2911.798394,2909.668274,2926.519176,2845.117296,2891.657505,2968.424575,2993.79373,3057.157126,3132.872748,3218.961249
Post-demographic dividend,PST,38731.3073,39618.93798,40368.13576,40183.24263,38539.67654,39432.99023,39942.23496,40206.79473,40534.75308,41070.0732,41678.06765
Qatar,QAT,61688.81193,66623.13611,66761.62274,67262.45171,65769.00718,70306.22784,72670.95866,70396.81612,68899.48531,67901.21881,67277.24313
Romania,ROU,6824.82146,7418.416029,8045.575659,8872.77897,8314.736332,8297.483621,8426.474698,8518.322919,8851.96472,9158.519314,9564.094477
Russian Federation,RUS,8927.905658,9687.493513,10532.32627,11089.92995,10219.52131,10674.98771,11121.51353,11493.40204,11615.69592,11493.72654,11144.5969
Rwanda,RWA,430.6336053,459.4121633,482.1399388,521.5452797,539.3787986,563.4910487,591.8214092,627.8523818,640.947437,672.7489187,714.5431748
South Asia,SAS,934.7793797,999.7093526,1073.124694,1098.220995,1164.700734,1252.12462,1312.644486,1366.198733,1429.55508,1510.395874,1602.551562
Saudi Arabia,SAU,19309.31207,19304.55023,19136.15923,19792.72038,18861.11,19259.58726,20575.49795,21056.34715,21005.01212,21183.46489,21507.95569
Sudan,SDN,1189.960988,1275.262027,1385.410027,1455.318374,1464.2546,1476.478087,1592.9644,1797.106075,1832.313777,1837.138362,1881.895263
Senegal,SEN,966.6315558,964.2444795,984.8663907,993.4889759,989.4332523,1001.631377,989.7925311,1003.091652,1007.41012,1020.080093,1054.983685
Singapore,SGP,40020.26016,42223.89136,44191.23809,42650.10208,41133.29981,46569.67951,48447.68058,49103.70878,50731.29694,51865.71799,52244.58649
Solomon Islands,SLB,1141.744973,1191.796051,1249.149686,1307.176769,1217.377773,1272.448025,1405.469626,1439.189608,1451.048353,1442.232554,1465.588478
Sierra Leone,SLE,348.9447397,356.2449586,374.2828754,384.8980309,393.5454834,405.1284018,414.7916713,466.8611994,550.8759817,563.1974845,438.0257137
El Salvador,SLV,3310.939989,3424.830866,3540.554163,3569.915154,3442.868548,3474.392445,3535.389971,3585.284589,3634.241166,3668.199446,3733.922838
Serbia,SRB,4649.576267,4896.824441,5206.253145,5509.058791,5358.843742,5411.877404,5531.218348,5501.696553,5670.71173,5593.061202,5663.392381
Sub-Saharan Africa (excluding high income),SSA,1357.177394,1414.070771,1473.421961,1510.907254,1512.144332,1551.020025,1574.739095,1589.602266,1621.18359,1650.615509,1655.065542
South Sudan,SSD,,,,1532.184357,1541.608644,1562.239346,1435.330579,747.4741484,818.4383603,820.1140105,745.3399565
Sub-Saharan Africa,SSF,1358.054297,1415.009086,1474.43901,1511.863973,1513.062353,1551.967062,1575.747065,1590.65479,1622.272853,1651.710424,1656.169855
Small states,SST,8821.102439,9491.081703,10092.21296,10498.90116,10394.84591,10919.52311,11414.45828,11569.44875,11692.68982,11807.96232,11851.52748
Sao Tome and Principe,STP,952.6797736,1015.395392,1024.17906,1082.714882,1083.664271,1129.754961,1152.89978,1162.537397,1191.436775,1237.47165,1258.43327
Suriname,SUR,7109.369303,7304.041672,7596.079969,7827.231582,7978.388283,8303.31332,8698.302101,8841.044015,9008.756246,8952.603256,8627.527234
Slovak Republic,SVK,13210.26925,14326.25988,15868.80441,16747.81473,15818.56395,16600.61359,17046.60794,17299.62933,17538.64883,17972.09208,18642.89268
Slovenia,SVN,22029.43035,23201.25791,24673.44469,25447.4259,23252.097,23437.47202,23540.71462,22859.54639,22580.41242,23258.93644,23779.87642
Sweden,SWE,49996.17522,52046.48151,53421.02024,52711.19827,49554.34343,52076.25591,53061.56857,52519.68044,52722.9123,53561.89212,55163.45042
Swaziland,SWZ,3411.673443,3568.85738,3668.480848,3633.315701,3622.112115,3690.239336,3704.140775,3808.382431,3994.956666,4088.565795,4073.212321
Seychelles,SYC,9450.279434,10126.29048,11124.65711,10645.0867,10486.18989,10804.68447,11967.36235,12633.88833,13153.03868,13379.59057,13542.22806
Chad,TCD,835.1955417,812.0086003,811.0162819,808.8890039,815.9680472,896.5697341,867.9990632,914.1186511,934.702546,967.1027773,953.5914071
East Asia & Pacific (IDA & IBRD countries),TEA,2638.64564,2899.948621,3232.07089,3477.541272,3717.141,4051.163864,4363.189204,4657.348176,4957.056757,5253.907245,5554.741383
Europe & Central Asia (IDA & IBRD countries),TEC,6919.590437,7451.828173,8003.966686,8329.799526,7881.824709,8234.343255,8668.445758,8901.828722,9156.140266,9319.189971,9362.802233
Togo,TGO,476.6715475,482.8596363,480.7759078,478.3617755,481.960278,487.9238913,498.242898,508.540042,514.944966,531.1561022,545.4797568
Thailand,THA,4337.263357,4525.159282,4744.333227,4800.810537,4743.690472,5075.302176,5093.5805,5437.237092,5561.291533,5589.698732,5733.921447
Tajikistan,TJK,598.3022298,626.7972215,661.344188,698.2302241,708.9453451,738.3475227,775.2992963,814.7750688,855.5135417,892.6400458,925.6216384
Turkmenistan,TKM,2900.122554,3181.073794,3489.330062,3949.048234,4129.543531,4439.203,5006.296232,5462.980549,5909.771043,6399.270662,6693.93561
Latin America & the Caribbean (IDA & IBRD countries),TLA,7795.272389,8115.730061,8485.148505,8723.537674,8462.797289,8861.671986,9153.775438,9310.661772,9466.041753,9483.764653,9359.846519
Timor-Leste,TLS,613.7455625,566.4582342,621.6120033,701.2271475,782.0362429,849.8626972,900.5561531,931.913275,936.3659544,967.9967415,986.7080534
Middle East & North Africa (IDA & IBRD countries),TMN,3513.151492,3652.720321,3817.227528,3893.010652,3938.864962,4081.234025,3981.691494,3928.521643,3920.574951,3970.093286,3954.155228
Tonga,TON,3521.248072,3470.391271,3304.117644,3384.937834,3442.764108,3547.590975,3631.310825,3650.553516,3523.773272,3581.092333,3693.493653
South Asia (IDA & IBRD),TSA,934.7793797,999.7093526,1073.124694,1098.220995,1164.700734,1252.12462,1312.644486,1366.198733,1429.55508,1510.395874,1602.551562
Sub-Saharan Africa (IDA & IBRD countries),TSS,1358.054297,1415.009086,1474.43901,1511.863973,1513.062353,1551.967062,1575.747065,1590.65479,1622.272853,1651.710424,1656.169855
Trinidad and Tobago,TTO,14105.34131,15892.28724,16570.06904,17052.25938,16226.51311,16683.94578,16551.48645,16680.68044,17038.78702,16862.55007,16695.98124
Tunisia,TUN,3492.165944,3641.543396,3847.406974,3968.352556,4044.629689,4140.15177,4014.916793,4127.400777,4196.752494,4265.145569,4264.516036
Turkey,TUR,9691.817857,10251.04749,10637.72121,10599.29027,9973.342536,10672.05693,11683.22872,12052.33245,12865.68156,13312.02706,13894.59987
Tuvalu,TUV,2910.713797,2940.711448,3095.098587,3310.835164,3133.46343,3021.889528,3247.427901,3223.671388,3237.14848,3282.523857,3340.770057
Tanzania,TZA,610.8223261,620.0597093,651.9036581,666.8132396,680.8061303,701.6045501,733.670799,747.6644526,777.4036314,806.1500785,835.9709459
Uganda,UGA,480.0953435,513.7527494,538.0393575,565.0678462,582.7447436,594.9972557,629.2914339,631.7026202,632.5563828,643.8082408,653.8727212
Ukraine,UKR,2746.049802,2966.500062,3220.013557,3311.95841,2834.343245,2965.142365,3138.46507,3153.739245,3160.083736,3123.915572,2828.88539
Upper middle income,UMC,4861.822951,5225.279422,5657.525683,5947.32766,5994.294833,6399.65448,6750.984902,7028.659532,7319.075778,7572.255348,7766.222804
Uruguay,URY,9068.239212,9424.516994,10014.87202,10698.05202,11112.45603,11938.212,12512.91348,12913.10408,13467.43784,13856.69518,13859.4074
United States,USA,48755.61606,49575.40101,49979.53384,49364.64455,47575.60856,48373.87882,48783.46859,49497.58585,49976.62877,50782.5207,51722.09695
Uzbekistan,UZB,996.8680521,1056.666813,1145.083807,1228.264565,1305.538213,1377.08214,1451.883505,1547.98156,1645.910721,1744.491243,1851.472779
St. Vincent and the Grenadines,VCT,5856.494059,6297.323093,6189.769365,6595.305264,6451.664955,6231.770232,6204.161584,6290.566818,6406.296773,6477.912268,6575.865684
"Venezuela, RB",VEN,12237.88295,13221.42066,14143.65795,14652.17842,13961.88577,13545.20584,13902.45229,14473.46985,14462.35818,,
Virgin Islands (U.S.),VIR,39240.48833,40724.81854,42477.50108,43010.44088,40298.40503,40831.11408,37671.14796,32168.00454,30457.71779,30328.85433,30562.64508
Vietnam,VNM,1035.92217,1095.982452,1161.471573,1214.252458,1266.313509,1333.583524,1401.841809,1459.637366,1522.485885,1596.345695,1684.69149
Vanuatu,VUT,2625.269068,2777.665956,2850.723048,2962.008224,2987.93517,2965.802434,2932.872081,2916.639353,2907.610231,2909.775418,2823.707829
World,WLD,8907.562726,9178.283088,9451.464842,9504.87166,9226.063553,9509.365934,9694.538832,9812.676031,9948.095035,10108.4985,10263.13491
Samoa,WSM,3412.080803,3456.875625,3651.407133,3663.333181,3462.662502,3453.487434,3624.628672,3609.792661,3510.978904,3524.64988,3555.110733
Kosovo,XKX,2781.731837,2883.73864,3069.098057,3125.068089,3203.662885,3283.211938,3405.500911,3473.602396,3555.881258,3603.754835,3792.291753
"Yemen, Rep.",YEM,1214.704666,1219.007461,1225.472386,1235.811589,1249.033678,1309.23196,1112.351932,1108.895193,1132.098806,1101.117444,772.0338215
South Africa,ZAF,6768.556972,7054.908195,7334.241502,7465.391211,7248.439315,7362.76139,7494.326629,7546.813899,7617.81949,7627.851926,7605.395367
Zambia,ZMB,1107.728175,1163.302727,1226.540548,1285.864528,1365.402344,1463.213573,1499.728311,1565.900334,1595.915037,1620.82329,1618.457665
Zimbabwe,ZWE,808.2943563,769.3614269,729.8187272,590.7384069,630.4632047,713.6035062,812.8225125,903.0913875,928.9842174,932.548383,923.8996969
